wonder_type,name,age,age_key,cost,description_raw,description_clean,tooltip_raw,tooltip_clean,yields,valid_terrains,valid_biomes,valid_features,required_features,placement_constraints,modifiers,max_world_instances,wiki_article_url,wiki_icon_file_url,fextralife_image_url
WONDER_TOMB_OF_ASKIA,Tomb of Askia,Exploration,AGE_EXPLORATION,525,+2 [icon:YIELD_GOLD] Gold. +2 [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCE_CAPACITY_TOOLTIP]Resource Capacity[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. +2 [icon:YIELD_GOLD] Gold and +1 [icon:YIELD_PRODUCTION] Production in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] for every [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP] assigned to it. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on Desert.,+2 Gold. +2 Resource Capacity in this Settlement. +2 Gold and +1 Production in this Settlement for every Resource assigned to it. Ageless. Must be placed on Desert.,+2 [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCE_CAPACITY_TOOLTIP]Resource Capacity[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. +2 [icon:YIELD_GOLD] Gold and +1 [icon:YIELD_PRODUCTION] Production in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] for every [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP] assigned to it.[N]Must be placed on Desert.,+2 Resource Capacity in this Settlement. +2 Gold and +1 Production in this Settlement for every Resource assigned to it.Must be placed on Desert.,+2 GOLD,,DESERT,,,biome:DESERT,MOD_TOMB_OF_ASKIA_RESOURCE_CAP; MOD_TOMB_OF_ASKIA_RESOURCE_GOLD; MOD_TOMB_OF_ASKIA_RESOURCE_PRODUCTION,1,https://civilization.fandom.com/wiki/Tomb_of_Askia_(Civ7),https://civilization.fandom.com/wiki/File:Tomb_of_Askia_(Civ7).png,
WONDER_WAT_XIENG_THONG,Wat Xieng Thong,Exploration,AGE_EXPLORATION,525,+2[icon:YIELD_CULTURE] Culture. +200 [icon:YIELD_GOLD] Gold (Scales by Game Speed) every time you obtain a [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a River.,+2 Culture. +200 Gold (Scales by Game Speed) every time you obtain a Great Work. Ageless. Must be placed adjacent to a River.,+200 [icon:YIELD_GOLD] Gold (Scales by Game Speed) every time you obtain a [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP].[N]Must be placed adjacent to a River.,+200 Gold (Scales by Game Speed) every time you obtain a Great Work.Must be placed adjacent to a River.,+2 CULTURE,,,,,adj_river,MOD_WAT_XIENG_THONG_GW_GOLD,1,https://civilization.fandom.com/wiki/Wat_Xieng_Thong_(Civ7),https://civilization.fandom.com/wiki/File:Wat_Xieng_Thong_(Civ7).png,
WONDER_WHITE_TOWER,White Tower,Exploration,AGE_EXPLORATION,750,+4 [icon:YIELD_HAPPINESS] Happiness. +4 [icon:YIELD_HAPPINESS] Happiness in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] for every [icon:TRADITION] [TIP:LOC_PEDIA_CONCEPTS_TRADITION_TOOLTIP]Tradition[/TIP] slotted in the [icon:GOVERNMENT] Government. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a City Hall.,+4 Happiness. +4 Happiness in this Settlement for every Tradition slotted in the Government. Ageless. Must be placed adjacent to a City Hall.,+4 [icon:YIELD_HAPPINESS] Happiness in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] for every [icon:TRADITION] [TIP:LOC_PEDIA_CONCEPTS_TRADITION_TOOLTIP]Tradition[/TIP] slotted in the [icon:GOVERNMENT] Government.[N]Must be placed adjacent to a City Hall.,+4 Happiness in this Settlement for every Tradition slotted in the Government.Must be placed adjacent to a City Hall.,+4 HAPPINESS,,,,,,MOD_WHITE_TOWER_CIV_TRADITION_HAPPINESS,1,https://civilization.fandom.com/wiki/White_Tower_(Civ7),https://civilization.fandom.com/wiki/File:White_Tower_(Civ7).png,
WONDER_BATTERSEA_POWER_STATION,Battersea Power Station,Modern,AGE_MODERN,1500,+4[icon:YIELD_PRODUCTION] Production. Receive a second [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Unit[/TIP] each time you train a [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Unit[/TIP] (But not Purchase). [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on land adjacent to Coast.,+4 Production. Receive a second Naval Unit each time you train a Naval Unit (But not Purchase). Ageless. Must be placed on land adjacent to Coast.,Receive a second [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Unit[/TIP] each time you train a [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Unit[/TIP].[N]Must be placed on land adjacent to Coast.,Receive a second Naval Unit each time you train a Naval Unit.Must be placed on land adjacent to Coast.,+4 PRODUCTION,,,,,adj_land,MOD_BATTERSEA_POWER_STATION_TRAIN_TWO_NAVAL_UNITS,1,https://civilization.fandom.com/wiki/Battersea_Power_Station_(Civ7),https://civilization.fandom.com/wiki/File:Battersea_Power_Station_(Civ7).png,
WONDER_BOUDHANATH,Boudhanath,Modern,AGE_MODERN,1500,+6 [icon:YIELD_DIPLOMACY] Influence. +20 [icon:RELATIONSHIP] Relationship with all other Leaders. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be built in Grassland or Tropical adjacent to a Mountain.,+6 Influence. +20 Relationship with all other Leaders. Ageless. Must be built in Grassland or Tropical adjacent to a Mountain.,+20 [icon:RELATIONSHIP] Relationship with all other Leaders.[N]Must be built in Grassland or Tropical adjacent to a Mountain.,+20 Relationship with all other Leaders.Must be built in Grassland or Tropical adjacent to a Mountain.,+6 DIPLOMACY,,"GRASSLAND,TROPICAL",,,"biome:GRASSLAND,TROPICAL",MOD_BOUDHANATH_INCREASED_RELATIONSHIP,1,https://civilization.fandom.com/wiki/Boudhanath_(Civ7),https://civilization.fandom.com/wiki/File:Boudhanath_(Civ7).png,
WONDER_BRANDENBURG_GATE,Brandenburg Gate,Modern,AGE_MODERN,2100,+6 [icon:YIELD_PRODUCTION] Production. +1 [icon:WAR_SUPPORT] [TIP:LOC_PEDIA_CONCEPTS_WAR_SUPPORT_TOOLTIP]War Support[/TIP] on all [icon:WAR] Wars. +1 [icon:SETTLEMENT_LIMIT] [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_LIMIT_TOOLTIP]Settlement Limit[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,+6 Production. +1 War Support on all Wars. +1 Settlement Limit. Ageless. Must be placed adjacent to a District.,+1 [icon:WAR_SUPPORT] [TIP:LOC_PEDIA_CONCEPTS_WAR_SUPPORT_TOOLTIP]War Support[/TIP] on all [icon:WAR] Wars. +1 [icon:SETTLEMENT_LIMIT] [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_LIMIT_TOOLTIP]Settlement Limit[/TIP].[n]Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,+1 War Support on all Wars. +1 Settlement Limit.Must be placed adjacent to a District.,+6 PRODUCTION,,,,,adj_district:DISTRICT_URBAN,MODBRANDENBURG_GATE_SETTLEMENT_CAP; MOD_BRANDENBURG_GATE_WAR_SUPPORT,1,https://civilization.fandom.com/wiki/Brandenburg_Gate_(Civ7),https://civilization.fandom.com/wiki/File:Brandenburg_Gate_(Civ7).png,
WONDER_CHENGDE_MOUNTAIN_RESORT,Chengde Mountain Resort,Modern,AGE_MODERN,2100,+6 [icon:YIELD_GOLD] Gold. +5% [icon:YIELD_CULTURE] Culture for every other Civilization with which you have a [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Route[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a Mountain.,+6 Gold. +5% Culture for every other Civilization with which you have a Trade Route. Ageless. Must be placed adjacent to a Mountain.,+5% [icon:YIELD_CULTURE] Culture for every other Civilization with which you have a [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Route[/TIP].[n]Must be placed adjacent to a Mountain.,+5% Culture for every other Civilization with which you have a Trade Route.Must be placed adjacent to a Mountain.,+6 GOLD,,,,,,MOD_CHENGDE_MOUNTAIN_RESORT_CULTURE_PER_TRADE_ROUTE,1,https://civilization.fandom.com/wiki/Chengde_Mountain_Resort_(Civ7),https://civilization.fandom.com/wiki/File:Chengde_Mountain_Resort_(Civ7).png,
WONDER_DOGO_ONSEN,Dogo Onsen,Modern,AGE_MODERN,1500,+4 [icon:YIELD_HAPPINESS] Happiness. This [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] gains a [icon:YIELD_POPULATION] Population every time you enter a [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebration[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to Coast.,+4 Happiness. This Settlement gains a Population every time you enter a Celebration. Ageless. Must be placed adjacent to Coast.,This [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] gains a [icon:YIELD_POPULATION] Population every time you enter a [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebration[/TIP].[n]Must be placed adjacent to Coast.,This Settlement gains a Population every time you enter a Celebration.Must be placed adjacent to Coast.,+4 HAPPINESS,,,,,,MOD_DOGO_ONSEN_GOLDEN_AGE_POPULATION,1,https://civilization.fandom.com/wiki/Dogo_Onsen_(Civ7),https://civilization.fandom.com/wiki/File:Dogo_Onsen_(Civ7).png,
WONDER_DOI_SUTHEP,Doi Suthep,Modern,AGE_MODERN,1500,+4 [icon:YIELD_DIPLOMACY] Influence. +5 [icon:YIELD_CULTURE] Culture and [icon:YIELD_GOLD] Gold for every [icon:CITYSTATE] City-State you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on [TIP:LOC_PEDIA_CONCEPTS_ROUGH_TERRAIN_TOOLTIP]Rough Terrain[/TIP].,+4 Influence. +5 Culture and Gold for every City-State you are Suzerain of. Ageless. Must be placed on Rough Terrain.,+5 [icon:YIELD_CULTURE] Culture and [icon:YIELD_GOLD] Gold for every [icon:CITYSTATE] City-State you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.[n]Must be placed on [TIP:LOC_PEDIA_CONCEPTS_ROUGH_TERRAIN_TOOLTIP]Rough Terrain[/TIP].,+5 Culture and Gold for every City-State you are Suzerain of.Must be placed on Rough Terrain.,+4 DIPLOMACY,HILL,,,,terrain:HILL,MOD_DOI_SUTHEP_SUZERAIN_CULTURE; MOD_DOI_SUTHEP_SUZERAIN_GOLD,1,https://civilization.fandom.com/wiki/Doi_Suthep_(Civ7),https://civilization.fandom.com/wiki/File:Doi_Suthep_(Civ7).png,
WONDER_EIFFEL_TOWER,Eiffel Tower,Modern,AGE_MODERN,1800,+5 [icon:YIELD_CULTURE] Culture. +4 [icon:YIELD_CULTURE] Culture and +2 [icon:CULTURE_VP] Tourism on [icon:CITY_UNIQUE_QUARTER] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP] in this [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]City[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,+5 Culture. +4 Culture and +2 Tourism on Quarters in this City. Ageless. Must be placed adjacent to a District.,+4 [icon:YIELD_CULTURE] Culture and +2 [icon:CULTURE_VP] Tourism on [icon:CITY_UNIQUE_QUARTER] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP] in this [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]City[/TIP].[n]Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,+4 Culture and +2 Tourism on Quarters in this City.Must be placed adjacent to a District.,+5 CULTURE,,,,,adj_district:DISTRICT_URBAN,MOD_EIFFEL_TOWER_TOURISM; MOD_EIFFEL_TOWER_URBAN_CULTURE,1,https://civilization.fandom.com/wiki/Eiffel_Tower_(Civ7),https://civilization.fandom.com/wiki/File:Eiffel_Tower_(Civ7).png,https://static0.fextralifeimages.com/file/civ7/thumb/b/b8/Eiffel_tower-wonders-civ7-wiki-guide-min.png/240px-Eiffel_tower-wonders-civ7-wiki-guide-min.png
WONDER_ERAM_GARDEN,Eram Garden,Modern,AGE_MODERN,1500,+4 [icon:YIELD_FOOD] Food. +1 [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_LIMIT_TOOLTIP]Specialist Limit[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be built in Desert Terrain.,+4 Food. +1 Specialist Limit in this Settlement. Ageless. Must be built in Desert Terrain.,+1 [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_LIMIT_TOOLTIP]Specialist Limit[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP].[N]Must be built in Desert Terrain.,+1 Specialist Limit in this Settlement.Must be built in Desert Terrain.,+4 FOOD,,DESERT,,,biome:DESERT,MOD_ERAM_GARDEN_WORKER_CAP,1,https://civilization.fandom.com/wiki/Eram_Garden_(Civ7),https://civilization.fandom.com/wiki/File:Eram_Garden_(Civ7).png,
WONDER_HERMITAGE,Hermitage,Modern,AGE_MODERN,1500,+4 [icon:YIELD_CULTURE] Culture. +5 [icon:YIELD_CULTURE] Culture in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] that have a [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] on display. Has 3 [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on Tundra.,+4 Culture. +5 Culture in Settlements that have a Great Work on display. Has 3 Great Work slots. Ageless. Must be placed on Tundra.,+5 [icon:YIELD_CULTURE] Culture in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] that have a [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] on display. Has 3 [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots.[n]Must be placed on Tundra.,+5 Culture in Settlements that have a Great Work on display. Has 3 Great Work slots.Must be placed on Tundra.,+4 CULTURE,,TUNDRA,,,biome:TUNDRA,MOD_HERMITAGE_GREAT_WORK_CULTURE,1,https://civilization.fandom.com/wiki/Hermitage_(Civ7),https://civilization.fandom.com/wiki/File:Hermitage_(Civ7).png,
WONDER_MANHATTAN_PROJECT,Manhattan Project,Modern,AGE_MODERN,1800,"+5[icon:YIELD_SCIENCE] Science. Grants player a Nuclear Weapon, and allows you to build additional Nuclear Weapons via a [icon:DEFAULT_PROJECT] [TIP:LOC_PEDIA_CONCEPTS_PROJECTS_TOOLTIP]Project[/TIP]. Unlocks the [icon:DEFAULT_PROJECT] Project Operation Ivy and Produce Nuclear Weapon [TIP:LOC_PEDIA_CONCEPTS_PROJECTS_TOOLTIP]Projects[/TIP]. +3 [icon:SCIENCE_VP] Innovation. This [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonder[/TIP] can be built by multiple Civilizations. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP].","+5 Science. Grants player a Nuclear Weapon, and allows you to build additional Nuclear Weapons via a Project. Unlocks the Project Operation Ivy and Produce Nuclear Weapon Projects. +3 Innovation. This Wonder can be built by multiple Civilizations. Ageless.","Grants player a Nuclear Weapon, and allows you to build additional Nuclear Weapons via a [icon:DEFAULT_PROJECT] [TIP:LOC_PEDIA_CONCEPTS_PROJECTS_TOOLTIP]Project[/TIP]. Unlocks the [icon:DEFAULT_PROJECT] Project Operation Ivy and Produce Nuclear Weapon [TIP:LOC_PEDIA_CONCEPTS_PROJECTS_TOOLTIP]Projects[/TIP]. +3 [icon:SCIENCE_VP] Innovation.[n]This [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonder[/TIP] can be built by multiple Civilizations.","Grants player a Nuclear Weapon, and allows you to build additional Nuclear Weapons via a Project. Unlocks the Project Operation Ivy and Produce Nuclear Weapon Projects. +3 Innovation.This Wonder can be built by multiple Civilizations.",+5 SCIENCE,,,,,,MOD_MANHATTAN_PROJECT_GRANT_NUCLEAR_DEVICE; MOD_MANHATTAN_PROJECT_SCIENCE_VP,-1,https://civilization.fandom.com/wiki/Manhattan_Project_(Civ7),https://civilization.fandom.com/wiki/File:Manhattan_Project_(Civ7).png,
WONDER_MUZIBU_AZAALA_MPANGA,Muzibu Azaala Mpanga,Modern,AGE_MODERN,1500,+4 [icon:YIELD_FOOD] Food. +4 [icon:YIELD_CULTURE] Culture and [icon:YIELD_FOOD] Food on [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] and [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on Lake tiles. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a Lake. +1 [icon:YIELD_POPULATION] Population in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] adjacent to Lakes.,+4 Food. +4 Culture and Food on Improvements and Districts on Lake tiles. Ageless. Must be placed adjacent to a Lake. +1 Population in Settlements adjacent to Lakes.,+4 [icon:YIELD_CULTURE] Culture and [icon:YIELD_FOOD] Food on [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] and [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on Lake tiles. +1 [icon:YIELD_POPULATION] Population in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] adjacent to Lakes.[n]Must be placed adjacent to a Lake.,+4 Culture and Food on Improvements and Districts on Lake tiles. +1 Population in Settlements adjacent to Lakes.Must be placed adjacent to a Lake.,+4 FOOD,,,,,,MOD_MUZIBU_AZAALA_MPANGA_DISTRICT_LAKE_CULTURE; MOD_MUZIBU_AZAALA_MPANGA_DISTRICT_LAKE_FOOD; MOD_MUZIBU_AZAALA_MPANGA_KABAKAS_LAKE_CULTURE; MOD_MUZIBU_AZAALA_MPANGA_KABAKAS_LAKE_FOOD; MOD_MUZIBU_AZAALA_MPANGA_LAKE_CULTURE; MOD_MUZIBU_AZAALA_MPANGA_LAKE_FOOD; MOD_MUZIBU_AZAALA_MPANGA_LAKE_SETTLEMENT_POPULATION,1,https://civilization.fandom.com/wiki/Muzibu_Azaala_Mpanga_(Civ7),https://civilization.fandom.com/wiki/File:Muzibu_Azaala_Mpanga_(Civ7).png,
WONDER_OXFORD_UNIVERSITY,Oxford University,Modern,AGE_MODERN,1500,+4 [icon:YIELD_SCIENCE] Science. Grants 2 [icon:RADIAL_TECH] free [TIP:LOC_PEDIA_CONCEPTS_TECH_TOOLTIP]Technologies[/TIP]. +1 [icon:ATTRIBUTE_WILDCARD] Wildcard [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] Point. +3 [icon:SCIENCE_VP] Innovation. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,+4 Science. Grants 2 free Technologies. +1 Wildcard Attribute Point. +3 Innovation. Ageless. Must be placed adjacent to a District.,Grants 2 [icon:RADIAL_TECH] free [TIP:LOC_PEDIA_CONCEPTS_TECH_TOOLTIP]Technologies[/TIP]. +1 [icon:ATTRIBUTE_WILDCARD] Wildcard [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] point. +3 [icon:SCIENCE_VP] Innovation. [n]Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,Grants 2 free Technologies. +1 Wildcard Attribute point. +3 Innovation. Must be placed adjacent to a District.,+4 SCIENCE,,,,,adj_district:DISTRICT_URBAN,MOD_OXFORD_FREE_TECHS; MOD_OXFORD_SCIENCE_VP; MOD_OXFORD_WILDCARD_ATTRIBUTE,1,https://civilization.fandom.com/wiki/Oxford_University_(Civ7),https://civilization.fandom.com/wiki/File:Oxford_University_(Civ7).png,
WONDER_PALACIO_DE_BELLAS_ARTES,Palacio de Bellas Artes,Modern,AGE_MODERN,1800,+5 [icon:YIELD_CULTURE] Culture. Gain 1 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_ARTIFACT_TOOLTIP]Artifact[/TIP]. Has 3 [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots. +3 [icon:YIELD_HAPPINESS] Happiness on [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Works[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,+5 Culture. Gain 1 Artifact. Has 3 Great Work slots. +3 Happiness on Great Works. Ageless. Must be placed adjacent to a District.,Gain 1 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_ARTIFACT_TOOLTIP]Artifact[/TIP]. Has 3 [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots. +3 [icon:YIELD_HAPPINESS] Happiness on [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Works[/TIP].[n]Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,Gain 1 Artifact. Has 3 Great Work slots. +3 Happiness on Great Works.Must be placed adjacent to a District.,+5 CULTURE,,,,,adj_district:DISTRICT_URBAN,MOD_PALACIO_DE_BELLAS_ARTES_FREE_ARTIFACT; MOD_PALACIO_DE_BELLAS_ARTES_GREAT_WORK_HAPPINESS,1,https://civilization.fandom.com/wiki/Palacio_de_Bellas_Artes_(Civ7),https://civilization.fandom.com/wiki/File:Palacio_de_Bellas_Artes_(Civ7).png,
WONDER_RED_FORT,Red Fort,Modern,AGE_MODERN,1500,+4 [icon:YIELD_GOLD] Gold and [icon:YIELD_PRODUCTION] Production. Acts as a [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_FORTIFIED_DISTRICTS_TOOLTIP]Fortified District[/TIP] that must be conquered. +50 [icon:Action_Heal] HP to this [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_FORTIFIED_DISTRICTS_TOOLTIP]Fortified District[/TIP] and all [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]City[/TIP] Centers. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,+4 Gold and Production. Acts as a Fortified District that must be conquered. +50 HP to this Fortified District and all City Centers. Ageless. Must be adjacent to a District.,Acts as a [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_FORTIFIED_DISTRICTS_TOOLTIP]Fortified District[/TIP] that must be conquered. +50 [icon:Action_Heal] HP to this [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_FORTIFIED_DISTRICTS_TOOLTIP]Fortified District[/TIP] and all [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]City[/TIP] Centers.[n]Must be adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,Acts as a Fortified District that must be conquered. +50 HP to this Fortified District and all City Centers.Must be adjacent to a District.,+4 GOLD; +4 PRODUCTION,,,,,adj_district:DISTRICT_URBAN,MOD_RED_FORT_CAPITAL_CITYCENTER_HEALTH; MOD_RED_FORT_CITYCENTER_HEALTH; MOD_RED_FORT_WONDER_HEALTH,1,https://civilization.fandom.com/wiki/Red_Fort_(Civ7),https://civilization.fandom.com/wiki/File:Red_Fort_(Civ7).png,
WONDER_STATUE_OF_LIBERTY,Statue of Liberty,Modern,AGE_MODERN,2100,+6 [icon:YIELD_HAPPINESS] Happiness. Spawns 4 [icon:UNIT_MIGRANT] Migrants. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on Coast adjacent to land.,+6 Happiness. Spawns 4 Migrants. Ageless. Must be placed on Coast adjacent to land.,Spawns 4 [icon:UNIT_MIGRANT] Migrants.[n]Must be placed on Coast adjacent to land.,Spawns 4 Migrants.Must be placed on Coast adjacent to land.,+6 HAPPINESS,COAST,,,,terrain:COAST,MOD_STATUE_OF_LIBERTY_MIGRANTS; MOD_STATUE_OF_LIBERTY_MIGRANT_FOOD,1,https://civilization.fandom.com/wiki/Statue_of_Liberty_(Civ7),https://civilization.fandom.com/wiki/File:Statue_of_Liberty_(Civ7).png,
